annotator,sentence_number,text,annotator_label,model_entities
william,198,I don't really need much taking care of any more.,l,
william,199,I do everything for myself.,l,
william,200,"Going out of the restaurant, a man and a woman unexpectedly hailed him.",l,
william,201,"Well, the old Wales!",l,
william,202,"Hello there, Lorraine. ...",l,
william,203,Dunc.,l,
william,204,"Sudden ghosts out of the past: Duncan Schaeffer, a friend from college.",l,
william,205,"Lorraine Quarrles, a lovely, pale blonde of thirty; one of a crowd who had helped them make months into days in the lavish times of three years ago.",m,
william,206,"My husband couldn't come this year, she said, in answer to his question.",l,
william,207,We're poor as hell.,l,
william,208,So he gave me two hundred a month and told me I could do my worst on that. . . .,l,
william,209,This your little girl?,l,
william,210,What about coming back and sitting down?,l,
william,211,Duncan asked.,l,
william,212,Can't do it.,l,
william,213,He was glad for an excuse.,l,
william,214,"As always, he felt Lorraine's passionate, provocative attraction, but his own rhythm was different now.",l,
william,215,"Well, how about dinner? she asked.",l,
william,216,I'm not free.,l,
william,217,Give me your address and let me call you.,l,
william,218,"Charlie, I believe you're sober, she said judicially.",l,
william,219,"I honestly believe he's sober, Dunc.",l,
william,220,Pinch him and see if he's sober.,l,
william,221,Charlie indicated Honoria with his head.,l,
william,222,They both laughed.,l,
william,223,What's your address? said Duncan sceptically.,l,
william,224,"He hesitated, unwilling to give the name of his hotel.",l,
william,225,I'm not settled yet.,l,
william,226,I'd better call you.,l,
william,227,We're going to see the vaudeville at the Empire.,l,
william,228,There!,l,
william,229,"That's what I want to do, Lorraine said.",l,
william,230,I want to see some clowns and acrobats and jugglers.,l,
william,231,"That's just what we'll do, Dunc.",l,
william,232,"We've got to do an errand first, said Charlie.",l,
william,233,Perhaps we'll see you there.,l,
william,234,"All right, you snob. ...",l,
william,235,"Good-by, beautiful little girl.",l,
william,236,Good-by.,l,
william,237,Honoria bobbed politely.,l,
william,238,"Somehow, an unwelcome encounter.",l,
william,239,"They liked him because he was functioning, because he was serious; they wanted to see him, because he was stronger than they were now, because they wanted to draw a certain sustenance from his strength.",l,
william,240,"At the Empire, Honoria proudly refused to sit upon her father's folded coat.",l,
william,241,"She was already an individual with a code of her own, and Charlie was more and more absorbed by the desire of putting a little of himself into her before she crystallized utterly.",l,
william,242,It was hopeless to try to know her in so short a time.,l,
william,243,Between the acts they came upon Duncan and Lorraine in the lobby where the band was playing.,l,
william,244,Have a drink?,l,
william,245,"All right, but not up at the bar.",l,
william,246,We'll take a table.,l,
william,247,The perfect father.,l,
william,248,"Listening abstractedly to Lorraine, Charlie watched Honoria's eyes leave their table, and he followed them wistfully about the room, wondering what they saw.",l,
william,249,He met her glance and she smiled.,l,
william,250,"I liked that lemonade, she said.",l,
william,251,What had she said?,l,
william,252,What had he expected?,l,
william,253,"Going home in a taxi afterward, he pulled her over until her head rested against his chest.",l,
william,254,"Darling, do you ever think about your mother?",l,
william,255,"Yes, sometimes, she answered vaguely.",l,
william,256,I don't want you to forget her.,l,
william,257,Have you got a picture of her?,l,
william,258,"Yes, I think so.",l,
william,259,"Anyhow, Aunt Marion has.",l,
william,260,Why don't you want me to forget her?,l,
william,261,She loved you very much.,l,
william,262,I loved her too.,l,
william,263,They were silent for a moment.,l,
william,264,"Daddy, I want to come and live with you, she said suddenly.",l,
william,265,His heart leaped; he had wanted it to come like this.,m,
william,266,Aren't you perfectly happy?,l,
william,267,"Yes, but I love you better than anybody.",l,
william,268,"And you love me better than anybody, don't you, now that mummy's dead?",l,
william,269,Of course I do.,l,
william,270,"But you won't always like me best, honey.",l,
william,271,You'll grow up and meet somebody your own age and go marry him and forget you ever had a daddy.,l,
william,272,"Yes, that's true, she agreed tranquilly.",l,
william,273,He didn't go in.,l,
william,274,He was coming back at nine o'clock and he wanted to keep himself fresh and new for the thing he must say then.,l,
william,275,"When you're safe inside, just show yourself in that window.",l,
william,276,All right.,l,
william,277,"Good-by, dads, dads, dads, dads.",l,
william,278,"He waited in the dark street until she appeared, all warm and glowing, in the window above and kissed her fingers out into the night.",m,
william,279,They were waiting.,l,
william,280,Marion sat behind the coffee service in a dignified black dinner dress that just faintly suggested mourning.,l,
william,281,Lincoln was walking up and down with the animation of one who had already been talking.,l,
william,282,They were as anxious as he was to get into the question.,l,
william,283,He opened it almost immediately: I suppose you know what I want to see you about--why I really came to Paris.,l,
william,284,Marion played with the black stars on her necklace and frowned.,l,
william,285,"I'm awfully anxious to have a home, he continued.",l,
william,286,And I'm awfully anxious to have Honoria in it.,l,
william,287,"I appreciate your taking in Honoria for her mother's sake, but things have changed now--he hesitated and then continued more forcibly--changed radically with me, and I want to ask you to reconsider the matter.",l,
william,288,It would be silly for me to deny that about three years ago I was acting badly--Marion looked up at him with hard eyes.,l,
william,289,--but all that's over.,l,
william,290,"As I told you, I haven't had more than a drink a day for over a year, and I take that drink deliberately, so that the idea of alcohol won't get too big in my imagination.",l,
william,291,You see the idea?,l,
william,292,"No, said Marion succinctly.",l,
william,293,It's a sort of stunt I set myself.,l,
william,294,It keeps the matter in proportion.,l,
william,295,"I get you, said Lincoln.",l,
william,296,You don't want to admit it's got any attraction for you.,l,
william,297,Something like that.,l,
william,298,Sometimes I forget and don't take it.,l,
william,299,But I try to take it.,l,
william,300,"Anyhow, I couldn't afford to drink in my position.",l,
william,301,"The people I represent are more than satisfied with what I've done, and I'm bringing my sister over from Burlington to keep house for me, and I want awfully to have Honoria too.",l,
william,302,You know that even when her mother and I weren't getting along well we never let anything that happened touch Honoria.,l,
william,303,"I know she's fond of me and I know I'm able to take care of her and--well, there you are.",l,
william,304,How do you feel about it?,l,
william,305,He knew that now he would have to take a beating.,l,
william,306,"It would last an hour or two hours, and it would be difficult, but if he modulated his inevitable resentment to the chastened attitude of the reformed sinner, he might win his point in the end.",l,
william,307,"Keep your temper, he told himself.",l,
william,308,You don't want to be justified.,l,
william,309,You want Honoria.,l,
william,310,Lincoln spoke first: We've been talking it over ever since we got your letter last month.,l,
william,311,We're happy to have Honoria here.,l,
william,312,"She's a dear little thing, and we're glad to be able to help her, but of course that isn't the question--Marion interrupted suddenly.",l,
william,313,"How long are you going to stay sober, Charlie? she asked.",l,
william,314,"Permanently, I hope.",l,
william,315,How can anybody count on that?,l,
william,316,You know I never did drink heavily until I gave up business and came over here with nothing to do.,l,
william,317,Then Helen and I began to run around with--Please leave Helen out of it.,l,
william,318,I can't bear to hear you talk about her like that.,l,
william,319,He stared at her grimly; he had never been certain how fond of each other the sisters were in life.,l,
william,320,My drinking only lasted about a year and a half--from the time we came over until I--collapsed.,l,
william,321,It was time enough.,l,
william,322,"It was time enough, he agreed.",l,
william,323,"My duty is entirely to Helen, she said.",l,
william,324,I try to think what she would have wanted me to do.,l,
william,325,"Frankly, from the night you did that terrible thing you haven't really existed for me.",l,
william,326,I can't help that.,l,
william,327,She was my sister.,l,
william,328,Yes.,l,
william,329,When she was dying she asked me to look out for Honoria.,l,
william,330,"If you hadn't been in a sanitarium then, it might have helped matters.",l,
william,331,He had no answer.,l,
william,332,"I'll never in my life be able to forget the morning when Helen knocked at my door, soaked to the skin and shivering, and said you'd locked her out.",l,
william,333,Charlie gripped the sides of the chair.,l,
william,334,"This was more difficult than he expected; he wanted to launch out into a long expostulation and explanation, but he only said: The night I locked her out-- and she interrupted, I don't feel up to going over that again.",l,
william,335,After a moment's silence Lincoln said: We're getting off the subject.,l,
william,336,You want Marion to set aside her legal guardianship and give you Honoria.,l,
william,337,I think the main point for her is whether she has confidence in you or not.,l,
william,338,"I don't blame Marion, Charlie said slowly, but I think she can have entire confidence in me.",l,
william,339,I had a good record up to three years ago.,l,
william,340,"Of course, it's within human possibilities I might go wrong any time.",l,
william,341,But if we wait much longer I'll lose Honoria's childhood and my chance for a home.,l,
william,342,"He shook his head, I'll simply lose her, don't you see?",l,
william,343,"Yes, I see, said Lincoln.",l,
william,344,Why didn't you think of all this before?,l,
william,345,Marion asked.,l,
william,346,"I suppose I did, from time to time, but Helen and I were getting along badly.",l,
william,347,"When I consented to the guardianship, I was flat on my back in a sanitarium and the market had cleaned me out.",l,
william,348,"I knew I'd acted badly, and I thought if it would bring any peace to Helen, I'd agree to anything.",l,
william,349,But now it's different.,l,
william,350,"I'm functioning, I'm behaving damn well, so far as--Please don't swear at me, Marion said.",l,
william,351,"He looked at her, startled.",l,
william,352,With each remark the force of her dislike became more and more apparent.,l,
william,353,She had built up all her fear of life into one wall and faced it toward him.,l,
william,354,This trivial reproof was possibly the result of some trouble with the cook several hours before.,l,
william,355,"Charlie became increasingly alarmed at leaving Honoria in this atmosphere of hostility against himself; sooner or later it would come out, in a word here, a shake of the head there, and some of that distrust would be irrevocably implanted in Honoria.",l,
william,356,"But he pulled his temper down out of his face and shut it up inside him; he had won a point, for Lincoln realized the absurdity of Marion's remark and asked her lightly since when she had objected to the word damn.",l,
william,357,"Another thing, Charlie said: I'm able to give her certain advantages now.",l,
william,358,I'm going to take a French governess to Prague with me.,l,
william,359,I've got a lease on a new apartment--,l,
william,360,"He stopped, realizing that he was blundering.",l,
william,361,They couldn't be expected to accept with equanimity the fact that his income was again twice as large as their own.,l,
william,362,"I suppose you can give her more luxuries than we can, said Marion.",l,
william,363,When you were throwing away money we were living along watching every ten francs. ...,l,
william,364,I suppose you'll start doing it again.,l,
william,365,"Oh, no, he said.",l,
william,366,I've learned.,l,
william,367,"I worked hard for ten years, you know--until I got lucky in the market, like so many people.",l,
william,368,Terribly lucky.,l,
william,369,"It didn't seem any use working any more, so I quit.",l,
william,370,It won't happen again.,l,
william,371,There was a long silence.,l,
william,372,"All of them felt their nerves straining, and for the first time in a year Charlie wanted a drink.",l,
william,373,He was sure now that Lincoln Peters wanted him to have his child.,l,
william,374,"Marion shuddered suddenly; part of her saw that Charlie's feet were planted on the earth now, and her own maternal feeling recognized the naturalness of his desire; but she had lived for a long time with a prejudice--a prejudice founded on a curious disbelief in her sister's happiness, and which, in the shock of one terrible night, had turned to hatred for him.",m,
william,375,It had all happened at a point in her life where the discouragement of ill health and adverse circumstances made it necessary for her to believe in tangible villainy and a tangible villain.,l,
william,376,I can't help what I think!,l,
william,377,she cried out suddenly.,l,
william,378,"How much you were responsible for Helen's death, I don't know.",l,
william,379,It's something you'll have to square with your own conscience.,l,
william,380,"An electric current of agony surged through him; for a moment he was almost on his feet, an unuttered sound echoing in his throat.",l,
william,381,"He hung on to himself for a moment, another moment.",l,
william,382,"Hold on there, said Lincoln uncomfortably.",l,
william,383,I never thought you were responsible for that.,l,
william,384,"Helen died of heart trouble, Charlie said dully.",l,
william,385,"Yes, heart trouble.",l,
william,386,Marion spoke as if the phrase had another meaning for her.,l,
william,387,"Then, in the flatness that followed her outburst, she saw him plainly and she knew he had somehow arrived at control over the situation.",m,
william,388,"Glancing at her husband, she found no help from him, and as abruptly as if it were a matter of no importance, she threw up the sponge.",l,
william,389,Do what you like!,l,
william,390,"she cried, springing up from her chair.",l,
william,391,She's your child.,l,
william,392,I'm not the person to stand in your way.,l,
william,393,I think if it were my child I'd rather see her--,l,
william,394,She managed to check herself.,l,
william,395,You two decide it.,l,
william,396,I can't stand this.,l,
william,397,I'm sick.,l,
william,398,I'm going to bed.,l,
william,399,She hurried from the room; after a moment Lincoln said: This has been a hard day for her.,l,
william,400,You know how strongly she feels--,l,
william,401,His voice was almost apologetic: When a woman gets an idea in her head.,l,
william,402,Of course.,l,
william,403,It's going to be all right.,l,
william,404,"I think she sees now that you--can provide for the child, and so we can't very well stand in your way or Honoria's way.",l,
william,405,"Thank you, Lincoln.",l,
william,406,I'd better go along and see how she is.,l,
william,407,I'm going.,l,
william,408,"He was still trembling when he reached the street, but a walk down the Rue Bonaparte to the quais set him up, and as he crossed the Seine, fresh and new by the quai lamps, he felt exultant.",l,
william,409,But back in his room he couldn't sleep.,l,
william,410,The image of Helen haunted him.,l,
william,411,"Helen whom he had loved so until they had senselessly begun to abuse each other's love, tear it into shreds.",l,
william,412,"On that terrible February night that Marion remembered so vividly, a slow quarrel had gone on for hours.",l,
william,413,"There was a scene at the Florida, and then he attempted to take her home, and then she kissed young Webb at a table; after that there was what she had hysterically said.",l,
william,414,When he arrived home alone he turned the key in the lock in wild anger.,l,
william,415,"How could he know she would arrive an hour later alone, that there would be a snowstorm in which she wandered about in slippers, too confused to find a taxi?",l,
william,416,"Then the aftermath, her escaping pneumonia by a miracle, and all the attendant horror.",m,
william,417,"They were reconciled, but that was the beginning of the end, and Marion, who had seen with her own eyes and who imagined it to be one of many scenes from her sister's martyrdom, never forgot.",l,
william,418,"Going over it again brought Helen nearer, and in the white, soft light that steals upon half sleep near morning he found himself talking to her again.",m,
william,419,She said that he was perfectly right about Honoria and that she wanted Honoria to be with him.,l,
william,420,She said she was glad he was being good and doing better.,l,
william,421,"She said a lot of other things--very friendly things--but she was in a swing in a white dress, and swinging faster and faster all the time, so that at the end he could not hear clearly all that she said.",l,
william,422,He woke up feeling happy.,l,
william,423,The door of the world was open again.,l,
william,424,"He made plans, vistas, futures for Honoria and himself, but suddenly he grew sad, remembering all the plans he and Helen had made.",l,
william,425,She had not planned to die.,l,
william,426,The present was the thing--work to do and someone to love.,l,
william,427,"But not to love too much, for he knew the injury that a father can do to a daughter or a mother to a son by attaching them too closely: afterward, out in the world, the child would seek in the marriage partner the same blind tenderness and, failing probably to find it, turn against love and life.",m,
william,428,"It was another bright, crisp day.",m,
william,429,He called Lincoln Peters at the bank where he worked and asked if he could count on taking Honoria when he left for Prague.,l,
william,430,Lincoln agreed that there was no reason for delay.,l,
william,431,One thing--the legal guardianship.,l,
william,432,Marion wanted to retain that a while longer.,l,
william,433,"She was upset by the whole matter, and it would oil things if she felt that the situation was still in her control for another year.",l,
william,434,"Charlie agreed, wanting only the tangible, visible child.",l,
william,435,Then the question of a governess.,l,
william,436,"Charlie sat in a gloomy agency and talked to a cross Bearnaise and to a buxom Breton peasant, neither of whom he could have endured.",l,
william,437,There were others whom he would see tomorrow.,l,
william,438,"He lunched with Lincoln Peters at Griffons, trying to keep down his exultation.",l,
william,439,"There's nothing quite like your own child, Lincoln said.",l,
william,440,But you understand how Marion feels too.,l,
william,441,"She's forgotten how hard I worked for seven years there, Charlie said.",l,
william,442,She just remembers one night.,l,
william,443,There's another thing.,l,
william,444,Lincoln hesitated.,l,
william,445,"While you and Helen were tearing around Europe throwing money away, we were just getting along.",l,
william,446,I didn't touch any of the prosperity because I never got ahead enough to carry anything but my insurance.,l,
william,447,"I think Marion felt there was some kind of injustice in it--you not even working toward the end, and getting richer and richer.",l,
william,448,"It went just as quick as it came, said Charlie.",l,
william,449,"Yes, a lot of it stayed in the hands of chasseurs and saxophone players and maetres d'hotel--well, the big party's over now.",m,
william,450,I just said that to explain Marion's feeling about those crazy years.,l,
william,451,"If you drop in about six o'clock tonight before Marion's too tired, we'll settle the details on the spot.",l,
william,452,"Back at his hotel, Charlie found a pneumatique that had been redirected from the Ritz bar where Charlie had left his address for the purpose of finding a certain man.",l,
william,453,DEAR CHARLIE:,l,
william,454,You were so strange when we saw you the other day that I wondered if I did something to offend you.,l,
william,455,"If so, I'm not conscious of it.",l,
william,456,"In fact, I have thought about you too much for the last year, and it's always been in the back of my mind that I might see you if I came over here.",l,
william,457,"We did have such good times that crazy spring, like the night you",l,
william,458,"and I stole the butcher's tricycle, and the time we tried to call on the president and you had the old derby rim and the wire cane.",l,
william,459,"Everybody seems so old lately, but I don't feel old a bit.",l,
william,460,Couldn't we get together some time today for old time's sake?,l,
william,461,"I've got a vile hang-over for the moment, but will be feeling better this afternoon and will look for you about five in the sweat-shop at the Ritz.",l,
william,462,"Always devotedly, LORRAINE.",l,
william,463,"His first feeling was one of awe that he had actually, in his mature years, stolen a tricycle and pedalled Lorraine all over the Etoile between the small hours and dawn.",l,
william,464,In retrospect it was a nightmare.,l,
william,465,"Locking out Helen didn't fit in with any other act of his life, but the tricycle incident did--it was one of many.",l,
william,466,How many weeks or months of dissipation to arrive at that condition of utter irresponsibility?,l,
william,467,"He tried to picture how Lorraine had appeared to him then--very attractive; Helen was unhappy about it, though she said nothing.",l,
william,468,"Yesterday, in the restaurant, Lorraine had seemed trite, blurred, worn away.",l,
william,469,"He emphatically did not want to see her, and he was glad Alix had not given away his hotel address.",l,
william,470,"It was a relief to think, instead, of Honoria, to think of Sundays spent with her and of saying good morning to her and of knowing she was there in his house at night, drawing her breath in the darkness.",l,
william,471,"At five he took a taxi and bought presents for all the Peters--a piquant cloth doll, a box of Roman soldiers, flowers for Marion, big linen handkerchiefs for Lincoln.",l,
william,472,"He saw, when he arrived in the apartment, that Marion had accepted the inevitable.",l,
william,473,"She greeted him now as though he were a recalcitrant member of the family, rather than a menacing outsider.",l,
william,474,Honoria had been told she was going; Charlie was glad to see that her tact made her conceal her excessive happiness.,l,
william,475,Only on his lap did she whisper her delight and the question When? before she slipped away with the other children.,m,
william,476,"He and Marion were alone for a minute in the room, and on an impulse he spoke out boldly: Family quarrels are bitter things.",l,
william,477,They don't go according to any rules.,l,
william,478,They're not like aches or wounds; they're more like splits in the skin that won't heal because there's not enough material.,m,
william,479,I wish you and I could be on better terms.,l,
william,480,"Some things are hard to forget, she answered.",l,
william,481,It's a question of confidence.,l,
william,482,"There was no answer to this and presently she asked, When do you propose to take her?",l,
william,483,As soon as I can get a governess.,l,
william,484,I hoped the day after tomorrow.,l,
william,485,That's impossible.,l,
william,486,I've got to get her things in shape.,l,
william,487,Not before Saturday.,l,
william,488,He yielded.,l,
william,489,"Coming back into the room, Lincoln offered him a drink.",l,
william,490,"I'll take my daily whisky, he said.",l,
william,491,"It was warm here, it was a home, people together by a fire.",l,
william,492,"The children felt very safe and important; the mother and father were serious, watchful.",l,
william,493,They had things to do for the children more important than his visit here.,l,
william,494,"A spoonful of medicine was, after all, more important than the strained relations between Marion and himself.",l,
william,495,"They were not dull people, but they were very much in the grip of life and circumstances.",l,
william,496,He wondered if he couldn't do something to get Lincoln out of his rut at the bank.,l,
william,497,A long peal at the door-bell; the bonne a tout faire passed through and went down the corridor.,l,
william,498,"The door opened upon another long ring, and then voices, and the three in the salon looked up expectantly; Lincoln moved to bring the corridor within his range of vision, and Marion rose.",l,
william,499,"Then the maid came back along the corridor, closely followed by the voices, which developed under the light into Duncan Schaeffer and Lorraine Quarrles.",l,
william,500,"They were gay, they were hilarious, they were roaring with laughter.",l,
william,501,For a moment Charlie was astounded; unable to understand how they ferreted out the Peters' address.,l,
william,502,Ah-h-h!,l,
william,503,Duncan wagged his finger roguishly at Charlie.,l,
william,504,Ah-h-h!,l,
william,505,They both slid down another cascade of laughter.,l,
william,506,"Anxious and at a loss, Charlie shook hands with them quickly and presented them to Lincoln and Marion.",l,
william,507,"Marion nodded, scarcely speaking.",l,
william,508,"She had drawn back a step toward the fire; her little girl stood beside her, and Marion put an arm about her shoulder.",l,
william,509,"With growing annoyance at the intrusion, Charlie waited for them to explain themselves.",l,
william,510,After some concentration Duncan said: We came to invite you out to dinner.,l,
william,511,"Lorraine and I insist that all this shishi, cagy business 'bout your address got to stop.",l,
william,512,"Charlie came closer to them, as if to force them backward down the corridor.",l,
william,513,"Sorry, but I can't.",l,
william,514,Tell me where you'll be and I'll phone you in half an hour.,l,
william,515,This made no impression.,l,
william,516,"Lorraine sat down suddenly on the side of a chair, and focussing her eyes on Richard, cried, Oh, what a nice little boy!",l,
william,517,"Come here, little boy.",l,
william,518,"Richard glanced at his mother, but did not move.",l,
william,519,"With a perceptible shrug of her shoulders, Lorraine turned back to Charlie: Come and dine.",l,
william,520,Sure your cousins won' mine.,l,
william,521,See you so sel'om.,l,
william,522,Or solemn.,l,
william,523,"I can't, said Charlie sharply.",l,
william,524,You two have dinner and I'll phone you.,l,
william,525,Her voice became suddenly unpleasant.,l,
william,526,"All right, we'll go.",l,
william,527,But I remember once when you hammered on my door at four A.M. I was enough of a good sport to give you a drink.,l,
william,528,"Come on, Dunc.",l,
william,529,"Still in slow motion, with blurred, angry faces, with uncertain feet, they retired along the corridor.",l,
william,530,"Good night, Charlie said.",l,
william,531,Good night! responded Lorraine emphatically.,l,
william,532,"When he went back into the salon Marion had not moved, only now her son was standing in the circle of her other arm.",l,
william,533,Lincoln was still swinging Honoria back and forth like a pendulum from side to side.,l,
william,534,What an outrage!,l,
william,535,Charlie broke out.,l,
william,536,What an absolute outrage!,l,
william,537,Neither of them answered.,l,
william,538,"Charlie dropped into an armchair, picked up his drink, set it down again and said: People I haven't seen for two years having the colossal nerve--",l,
william,539,He broke off.,l,
william,540,"Marion had made the sound Oh! in one swift, furious breath, turned her body from him with a jerk and left the room.",m,
william,541,Lincoln set down Honoria carefully.,l,
william,542,"You children go in and start your soup, he said, and when they obeyed, he said to Charlie: Marion's not well and she can't stand shocks.",l,
william,543,That kind of people make her really physically sick.,l,
william,544,I didn't tell them to come here.,l,
william,545,They wormed your name out of somebody.,l,
william,546,They deliberately--,l,
william,547,"Well, it's too bad.",l,
william,548,It doesn't help matters.,l,
william,549,Excuse me a minute.,l,
william,550,"Left alone, Charlie sat tense in his chair.",l,
william,551,"In the next room he could hear the children eating, talking in monosyllables, already oblivious to the scene between their elders.",l,
william,552,"He heard a murmur of conversation from a farther room and then the ticking bell of a telephone receiver picked up, and in a panic he moved to the other side of the room and out of earshot.",l,
william,553,In a minute Lincoln came back.,l,
william,554,"Look here, Charlie.",l,
william,555,I think we'd better call off dinner for tonight.,l,
william,556,Marion's in bad shape.,l,
william,557,Is she angry with me?,l,
william,558,"Sort of, he said, almost roughly.",l,
william,559,She's not strong and--,l,
william,560,You mean she's changed her mind about Honoria?,l,
william,561,She's pretty bitter right now.,l,
william,562,I don't know.,l,
william,563,You phone me at the bank tomorrow.,l,
william,564,I wish you'd explain to her I never dreamed these people would come here.,l,
william,565,I'm just as sore as you are.,l,
william,566,I couldn't explain anything to her now.,l,
william,567,Charlie got up.,l,
william,568,He took his coat and hat and started down the corridor.,l,
william,569,"Then he opened the door of the dining room and said in a strange voice, Good night, children.",l,
william,570,Honoria rose and ran around the table to hug him.,l,
william,571,"Good night, sweetheart, he said vaguely, and then trying to make his voice more tender, trying to conciliate something, Good night, dear children.",m,
william,572,"Charlie went directly to the Ritz bar with the furious idea of finding Lorraine and Duncan, but they were not there, and he realized that in any case there was nothing he could do.",l,
william,573,"He had not touched his drink at the Peters', and now he ordered a whisky-and-soda.",l,
william,574,Paul came over to say hello.,l,
william,575,"It's a great change, he said sadly.",l,
william,576,We do about half the business we did.,l,
william,577,"So many fellows I hear about back in the States lost everything, maybe not in the first crash, but then in the second.",l,
william,578,"Your friend George Hardt lost every cent, I hear.",l,
william,579,Are you back in the States?,l,
william,580,"No, I'm in business in Prague.",l,
william,581,I heard that you lost a lot in the crash.,l,
william,582,"I did, and he added grimly, but I lost everything I wanted in the boom.",l,
william,583,Selling short.,l,
william,584,Something like that.,l,
william,585,Again the memory of those days swept over him like a nightmare--the people they had met travelling; then people who couldn't add a row of figures or speak a coherent sentence.,m,
william,586,"The little man Helen had consented to dance with at the ship's party, who had insulted her ten feet from the table; the women and girls carried screaming with drink or drugs out of public places----",l,
william,587,"The men who locked their wives out in the snow, because the snow of twenty-nine wasn't real snow.",l,
william,588,"If you didn't want it to be snow, you just paid some money.",l,
william,589,He went to the phone and called the Peters' apartment; Lincoln answered.,l,
william,590,I called up because this thing is on my mind.,l,
william,591,Has Marion said anything definite?,l,
william,592,"Marion's sick, Lincoln answered shortly.",l,
william,593,"I know this thing isn't altogether your fault, but I can't have her go to pieces about it.",l,
william,594,I'm afraid we'll have to let it slide for six months; I can't take the chance of working her up to this state again.,l,
william,595,I see.,l,
william,596,"I'm sorry, Charlie.",l,
william,597,He went back to his table.,l,
william,598,"His whisky glass was empty, but he shook his head when Alix looked at it questioningly.",l,
william,599,There wasn't much he could do now except send Honoria some things; he would send her a lot of things tomorrow.,l,
william,600,He thought rather angrily that this was just money--he had given so many people money. . . .,l,
william,601,"No, no more, he said to another waiter.",l,
william,602,What do I owe you?,l,
william,603,He would come back some day; they couldn't make him pay forever.,l,
william,604,"But he wanted his child, and nothing was much good now, beside that fact.",l,
william,605,"He wasn't young any more, with a lot of nice thoughts and dreams to have by himself.",l,
william,606,He was absolutely sure Helen wouldn't have wanted him to be so alone.,l,
model,1,And where's Mr. Campbell?,l,"[{'entity_group': 'LABEL_0', 'score': 0.9999578, 'word': ""And where's Mr. Campbell?"", 'start': 0, 'end': 25}]"
model,2,Charlie asked.,l,"[{'entity_group': 'LABEL_0', 'score': 0.9999838, 'word': 'Charlie asked.', 'start': 0, 'end': 14}]"
model,3,Gone to Switzerland.,l,"[{'entity_group': 'LABEL_0', 'score': 0.9999582, 'word': 'Gone to Switzerland.', 'start': 0, 'end': 20}]"
model,4,"Mr. Campbell's a pretty sick man, Mr. Wales.",l,"[{'entity_group': 'LABEL_0', 'score': 0.9986797, 'word': ""Mr. Campbell's a pretty sick man, Mr. Wales."", 'start': 0, 'end': 44}]"
model,5,I'm sorry to hear that.,m,"[{'entity_group': 'LABEL_0', 'score': 0.99997216, 'word': ""I'm sorry to hear"", 'start': 0, 'end': 17}, {'entity_group': 'LABEL_1', 'score': 0.9995627, 'word': 'that', 'start': 18, 'end': 22}, {'entity_group': 'LABEL_0', 'score': 0.9999882, 'word': '.', 'start': 22, 'end': 23}]"
model,6,And George Hardt?,l,"[{'entity_group': 'LABEL_0', 'score': 0.99999446, 'word': 'And George Hardt?', 'start': 0, 'end': 17}]"
model,7,Charlie inquired.,l,"[{'entity_group': 'LABEL_0', 'score': 0.99997824, 'word': 'Charlie inquired.', 'start': 0, 'end': 17}]"
model,8,"Back in America, gone to work.",m,"[{'entity_group': 'LABEL_1', 'score': 0.9881138, 'word': 'Back', 'start': 0, 'end': 4}, {'entity_group': 'LABEL_0', 'score': 0.9970721, 'word': 'in America, gone to work.', 'start': 5, 'end': 30}]"
model,9,And where is the Snow Bird? He was in here last week.,l,"[{'entity_group': 'LABEL_0', 'score': 0.99996173, 'word': 'And where is the Snow Bird? He was in here last week.', 'start': 0, 'end': 53}]"
model,10,"Anyway, his friend, Mr. Schaeffer, is in Paris.",l,"[{'entity_group': 'LABEL_0', 'score': 0.99999124, 'word': 'Anyway, his friend, Mr. Schaeffer, is in Paris.', 'start': 0, 'end': 47}]"
model,11,Two familiar names from the long list of a year and a half ago.,m,"[{'entity_group': 'LABEL_0', 'score': 0.9998482, 'word': 'Two familiar names', 'start': 0, 'end': 18}, {'entity_group': 'LABEL_1', 'score': 0.9998467, 'word': 'from', 'start': 19, 'end': 23}, {'entity_group': 'LABEL_0', 'score': 0.9999957, 'word': 'the', 'start': 24, 'end': 27}, {'entity_group': 'LABEL_1', 'score': 0.9998578, 'word': 'long', 'start': 28, 'end': 32}, {'entity_group': 'LABEL_0', 'score': 0.95005417, 'word': 'list', 'start': 33, 'end': 37}, {'entity_group': 'LABEL_1', 'score': 0.67150915, 'word': 'of', 'start': 38, 'end': 40}, {'entity_group': 'LABEL_0', 'score': 0.99970585, 'word': 'a year and a half ago.', 'start': 41, 'end': 63}]"
model,12,Charlie scribbled an address in his notebook and tore out the page.,l,"[{'entity_group': 'LABEL_0', 'score': 0.9941328, 'word': 'Charlie scribbled an address in his notebook and tore out the page.', 'start': 0, 'end': 67}]"
model,13,"If you see Mr. Schaeffer, give him this, he said.",l,"[{'entity_group': 'LABEL_0', 'score': 0.99996686, 'word': 'If you see Mr. Schaeffer, give him this, he said.', 'start': 0, 'end': 49}]"
model,14,It's my brother-in-law's address.,l,"[{'entity_group': 'LABEL_0', 'score': 0.9998821, 'word': ""It's my brother-in-law's address."", 'start': 0, 'end': 33}]"
